,readable,energies
23,"('[0.6684316992759705 0.6757525205612183 0.3615712821483612 0.6351653337478638]', 'tensor([[ 0.1357,  0.1121,  0.3804,  0.3512,  0.0043,  0.0162, -0.6705]])')",1.1043040752410889
24,"('[0.553666889667511 0.299858033657074 0.5341888070106506 0.6739557385444641]', 'tensor([[ 0.1596,  0.1346,  0.3987,  0.2865,  0.0048,  0.0158, -0.5308]])')",1.3252975940704346
25,"('[0.5278339385986328 0.5972023010253906 0.32970675826072693 0.410953551530838]', 'tensor([[ 0.1170,  0.1073,  0.3863,  0.3690,  0.0046,  0.0159, -0.4328]])')",1.337800145149231
26,"('[0.6044849753379822 0.3136204779148102 0.3563496768474579 0.6231306791305542]', 'tensor([[ 0.1583,  0.1283,  0.4018,  0.2893,  0.0044,  0.0178, -0.4488]])')",1.4075933694839478
27,"('[0.6865050792694092 0.2896880805492401 0.41149911284446716 0.6214079856872559]', 'tensor([[ 0.1543,  0.1275,  0.4160,  0.2786,  0.0045,  0.0192, -0.5046]])')",1.300522804260254
28,"('[0.5988237857818604 0.7222815752029419 0.558631181716919 0.3239774703979492]', 'tensor([[ 0.0923,  0.1010,  0.4005,  0.3854,  0.0050,  0.0157, -0.6019]])')",1.164915919303894
29,"('[0.42906251549720764 0.6861416101455688 0.3750421702861786 0.6815908551216125]', 'tensor([[ 0.1469,  0.1196,  0.3499,  0.3669,  0.0046,  0.0121, -0.5859]])')",1.1890108585357666
30,"('[0.36760807037353516 0.3524048924446106 0.28496259450912476 0.6826457381248474]', 'tensor([[ 0.1759,  0.1358,  0.3590,  0.3117,  0.0045,  0.0131, -0.3438]])')",1.4395992755889893
31,"('[0.6214575171470642 0.5390760898590088 0.3669324815273285 0.688096284866333]', 'tensor([[ 0.1503,  0.1207,  0.3808,  0.3277,  0.0044,  0.0160, -0.6078]])')",1.172078013420105
32,"('[0.4794975817203522 0.3858266770839691 0.3282517194747925 0.5863150358200073]', 'tensor([[ 0.1547,  0.1266,  0.3819,  0.3170,  0.0045,  0.0154, -0.3899]])')",1.3921191692352295
33,"('[0.4819919764995575 0.34274768829345703 0.31944888830184937 0.6530546545982361]', 'tensor([[ 0.1664,  0.1316,  0.3794,  0.3027,  0.0045,  0.0154, -0.3986]])')",1.4030157327651978
34,"('[0.6718636155128479 0.3000984787940979 0.6883910894393921 0.28082275390625]', 'tensor([[ 0.0985,  0.1153,  0.4574,  0.3036,  0.0054,  0.0198, -0.4706]])')",1.299431562423706
35,"('[0.7159088253974915 0.35731324553489685 0.35531407594680786 0.3598359525203705]', 'tensor([[ 0.1160,  0.1098,  0.4388,  0.3092,  0.0045,  0.0216, -0.3942]])')",1.4447898864746094
36,"('[0.3941084146499634 0.5134389400482178 0.27476099133491516 0.5590341687202454]', 'tensor([[ 0.1479,  0.1211,  0.3603,  0.3528,  0.0045,  0.0133, -0.3707]])')",1.4046649932861328
37,"('[0.35795658826828003 0.3376975953578949 0.490856409072876 0.5927028656005859]', 'tensor([[ 0.1565,  0.1352,  0.3764,  0.3143,  0.0050,  0.0126, -0.3896]])')",1.3956862688064575
38,"('[0.37466928362846375 0.3774944841861725 0.6232061982154846 0.30305495858192444]', 'tensor([[ 0.1079,  0.1207,  0.4082,  0.3438,  0.0056,  0.0137, -0.3392]])')",1.434959888458252
39,"('[0.7010263800621033 0.3403491973876953 0.36654672026634216 0.5453751087188721]', 'tensor([[ 0.1428,  0.1207,  0.4191,  0.2933,  0.0044,  0.0198, -0.4766]])')",1.361594796180725
40,"('[0.6860942840576172 0.35971421003341675 0.3417869508266449 0.6131306886672974]', 'tensor([[ 0.1515,  0.1230,  0.4081,  0.2941,  0.0043,  0.0190, -0.5004]])')",1.3450793027877808
41,"('[0.695023775100708 0.7370666265487671 0.3426605463027954 0.3964802920818329]', 'tensor([[ 0.1041,  0.0980,  0.3967,  0.3790,  0.0045,  0.0177, -0.5856]])')",1.1828821897506714
42,"('[0.6150231957435608 0.47023558616638184 0.4048978388309479 0.26631033420562744]', 'tensor([[ 0.0975,  0.1036,  0.4260,  0.3490,  0.0048,  0.0191, -0.3782]])')",1.3965193033218384
43,"('[0.6570566296577454 0.3730563521385193 0.3906151354312897 0.348134845495224]', 'tensor([[ 0.1140,  0.1108,  0.4322,  0.3181,  0.0047,  0.0202, -0.3844]])')",1.3964811563491821
44,"('[0.6501670479774475 0.29534727334976196 0.39177560806274414 0.6014804244041443]', 'tensor([[ 0.1536,  0.1272,  0.4125,  0.2835,  0.0045,  0.0187, -0.4694]])')",1.3529045581817627
45,"('[0.34501972794532776 0.5669233202934265 0.38284847140312195 0.42459455132484436]', 'tensor([[ 0.1242,  0.1151,  0.3660,  0.3775,  0.0049,  0.0123, -0.3597]])')",1.4102858304977417
46,"('[0.325137734413147 0.6615970730781555 0.2769724130630493 0.3541247248649597]', 'tensor([[ 0.1130,  0.1060,  0.3565,  0.4076,  0.0048,  0.0122, -0.3089]])')",1.4607422351837158
47,"('[0.6129575967788696 0.32571882009506226 0.3893751800060272 0.5825780630111694]', 'tensor([[ 0.1507,  0.1260,  0.4069,  0.2939,  0.0045,  0.0180, -0.4553]])')",1.3895848989486694
48,"('[0.35591524839401245 0.663837730884552 0.30099090933799744 0.4100450575351715]', 'tensor([[ 0.1192,  0.1086,  0.3575,  0.3976,  0.0047,  0.0124, -0.3654]])')",1.4026604890823364
49,"('[0.3114672601222992 0.37193676829338074 0.3495720326900482 0.5248793959617615]', 'tensor([[ 0.1533,  0.1302,  0.3661,  0.3330,  0.0048,  0.0124, -0.2789]])')",1.4990227222442627
50,"('[0.31096816062927246 0.6573368310928345 0.3031701445579529 0.6508597731590271]', 'tensor([[ 0.1517,  0.1217,  0.3352,  0.3764,  0.0046,  0.0105, -0.4612]])')",1.3157421350479126
51,"('[0.3342493176460266 0.6938748359680176 0.5877696871757507 0.5102370381355286]', 'tensor([[ 0.1226,  0.1173,  0.3591,  0.3854,  0.0052,  0.0104, -0.5631]])')",1.2067532539367676
52,"('[0.3151512145996094 0.6100499033927917 0.35800161957740784 0.45000138878822327]', 'tensor([[ 0.1270,  0.1150,  0.3555,  0.3861,  0.0049,  0.0115, -0.3666]])')",1.4036657810211182
53,"('[0.4457928240299225 0.6931594610214233 0.5329938530921936 0.6247596740722656]', 'tensor([[ 0.1346,  0.1186,  0.3620,  0.3679,  0.0049,  0.0120, -0.6484]])')",1.1239911317825317
54,"('[0.3371773064136505 0.5863606333732605 0.3050397038459778 0.4162716269493103]', 'tensor([[ 0.1248,  0.1127,  0.3602,  0.3851,  0.0048,  0.0124, -0.3224]])')",1.447200894355774
55,"('[0.4888002276420593 0.36256593465805054 0.5923735499382019 0.31689226627349854]', 'tensor([[ 0.1085,  0.1181,  0.4219,  0.3299,  0.0054,  0.0162, -0.3803]])')",1.3990402221679688
56,"('[0.36426520347595215 0.29663774371147156 0.34690266847610474 0.3918348550796509]', 'tensor([[ 0.1373,  0.1257,  0.3937,  0.3233,  0.0050,  0.0149, -0.1998]])')",1.5798723697662354
57,"('[0.4503321647644043 0.7409459948539734 0.2867373824119568 0.7505674362182617]', 'tensor([[ 0.1537,  0.1187,  0.3410,  0.3701,  0.0043,  0.0122, -0.6143]])')",1.161941409111023
58,"('[0.3895407021045685 0.7703000903129578 0.3246784508228302 0.3124060034751892]', 'tensor([[ 0.0987,  0.0989,  0.3633,  0.4215,  0.0048,  0.0128, -0.3985]])')",1.3712178468704224
59,"('[0.6407233476638794 0.3634723126888275 0.33341115713119507 0.38258782029151917]', 'tensor([[ 0.1221,  0.1126,  0.4255,  0.3152,  0.0046,  0.0201, -0.3601]])')",1.4218692779541016
60,"('[0.33478227257728577 0.6151373386383057 0.37324467301368713 0.6301618218421936]', 'tensor([[ 0.1484,  0.1228,  0.3457,  0.3674,  0.0047,  0.0110, -0.4767]])')",1.2990527153015137
61,"('[0.7204062342643738 0.3303276300430298 0.3296928405761719 0.38446295261383057]', 'tensor([[ 0.1219,  0.1117,  0.4389,  0.3011,  0.0044,  0.0219, -0.3824]])')",1.428653597831726
62,"('[0.4625777006149292 0.2839597463607788 0.5584621429443359 0.401912659406662]', 'tensor([[ 0.1275,  0.1266,  0.4164,  0.3084,  0.0053,  0.0159, -0.3535]])')",1.4425501823425293
63,"('[0.6653928160667419 0.3161286413669586 0.3961362838745117 0.38756096363067627]', 'tensor([[ 0.1226,  0.1154,  0.4352,  0.3016,  0.0047,  0.0205, -0.3826]])')",1.4413371086120605
64,"('[0.6055462956428528 0.6330685019493103 0.5674780011177063 0.3712177574634552]', 'tensor([[ 0.1017,  0.1063,  0.4047,  0.3662,  0.0050,  0.0161, -0.5887]])')",1.1821644306182861
65,"('[0.3242773711681366 0.33743998408317566 0.3236502707004547 0.6587207913398743]', 'tensor([[ 0.1742,  0.1375,  0.3579,  0.3135,  0.0046,  0.0123, -0.3220]])')",1.4604378938674927
66,"('[0.6925408840179443 0.2597793936729431 0.37155982851982117 0.42960822582244873]', 'tensor([[ 0.1322,  0.1190,  0.4393,  0.2835,  0.0045,  0.0214, -0.3767]])')",1.3912614583969116
67,"('[0.7417501211166382 0.5662312507629395 0.6813475489616394 0.5693200826644897]', 'tensor([[ 0.1224,  0.1159,  0.4113,  0.3285,  0.0049,  0.0170, -0.7793]])')",1.0001542568206787
68,"('[0.4020211696624756 0.5787033438682556 0.3549320697784424 0.6347944140434265]', 'tensor([[ 0.1496,  0.1225,  0.3552,  0.3557,  0.0046,  0.0124, -0.4852]])')",1.290531039237976
69,"('[0.6842437386512756 0.27880969643592834 0.7095219492912292 0.5937764048576355]', 'tensor([[ 0.1404,  0.1302,  0.4281,  0.2785,  0.0051,  0.0178, -0.6332]])')",1.1446688175201416
70,"('[0.6659283638000488 0.3752119243144989 0.6622114181518555 0.6563024520874023]', 'tensor([[ 0.1444,  0.1285,  0.4108,  0.2948,  0.0049,  0.0167, -0.6798]])')",1.1759909391403198
71,"('[0.31388071179389954 0.37521323561668396 0.35428887605667114 0.31225571036338806]', 'tensor([[ 0.1207,  0.1188,  0.3871,  0.3546,  0.0051,  0.0137, -0.1778]])')",1.5950082540512085
72,"('[0.3172640800476074 0.729595422744751 0.29003170132637024 0.6747485995292664]', 'tensor([[ 0.1503,  0.1194,  0.3300,  0.3856,  0.0045,  0.0102, -0.5058]])')",1.279405951499939
73,"('[0.2770176827907562 0.6735309362411499 0.33460307121276855 0.6344077587127686]', 'tensor([[ 0.1487,  0.1216,  0.3326,  0.3826,  0.0047,  0.0098, -0.4598]])')",1.3213112354278564
74,"('[0.4590744078159332 0.31340667605400085 0.6047953367233276 0.5897906422615051]', 'tensor([[ 0.1492,  0.1341,  0.3963,  0.3010,  0.0051,  0.0142, -0.4835]])')",1.3341920375823975
75,"('[0.569854736328125 0.6984488368034363 0.5516813397407532 0.38434869050979614]', 'tensor([[ 0.1019,  0.1052,  0.3940,  0.3789,  0.0050,  0.0151, -0.6022]])')",1.1660951375961304
76,"('[0.7116654515266418 0.6615340709686279 0.616591215133667 0.2473916858434677]', 'tensor([[ 0.0808,  0.0978,  0.4264,  0.3718,  0.0051,  0.0181, -0.6186]])')",1.151499629020691
77,"('[0.6237420439720154 0.27623310685157776 0.4242587387561798 0.5734477043151855]', 'tensor([[ 0.1510,  0.1281,  0.4150,  0.2829,  0.0046,  0.0185, -0.4488]])')",1.3667218685150146
78,"('[0.6315138339996338 0.6652970910072327 0.6985132098197937 0.32487916946411133]', 'tensor([[ 0.0910,  0.1046,  0.4129,  0.3702,  0.0052,  0.0160, -0.6601]])')",1.1099778413772583
79,"('[0.3157273530960083 0.2842140197753906 0.3661127984523773 0.7316880226135254]', 'tensor([[ 0.1856,  0.1443,  0.3569,  0.2966,  0.0047,  0.0119, -0.3489]])')",1.4648768901824951
80,"('[0.6063694953918457 0.3337007462978363 0.6021562814712524 0.4750281572341919]', 'tensor([[ 0.1286,  0.1237,  0.4229,  0.3024,  0.0051,  0.0174, -0.5086]])')",1.3415244817733765
81,"('[0.4557208716869354 0.5558932423591614 0.3838209807872772 0.3112249970436096]', 'tensor([[ 0.1051,  0.1065,  0.3918,  0.3766,  0.0049,  0.0152, -0.3533]])')",1.4154253005981445
82,"('[0.4088000953197479 0.6123390197753906 0.36477407813072205 0.3337058126926422]', 'tensor([[ 0.1075,  0.1063,  0.3779,  0.3896,  0.0049,  0.0138, -0.3598]])')",1.4068635702133179
83,"('[0.41485410928726196 0.33038032054901123 0.3096795976161957 0.336285799741745]', 'tensor([[ 0.1257,  0.1183,  0.4023,  0.3325,  0.0049,  0.0164, -0.1956]])')",1.5819556713104248
84,"('[0.6967833042144775 0.3519631624221802 0.4903496205806732 0.3902670741081238]', 'tensor([[ 0.1170,  0.1146,  0.4373,  0.3062,  0.0048,  0.0201, -0.4647]])')",1.3716280460357666
85,"('[0.40464144945144653 0.6470838785171509 0.587469756603241 0.428874135017395]', 'tensor([[ 0.1128,  0.1137,  0.3765,  0.3795,  0.0052,  0.0122, -0.5340]])')",1.2344019412994385
86,"('[0.6137616038322449 0.3173772394657135 0.3593761622905731 0.6696155667304993]', 'tensor([[ 0.1632,  0.1299,  0.3985,  0.2865,  0.0044,  0.0176, -0.4801]])')",1.378297209739685
87,"('[0.76036137342453 0.611669659614563 0.5742239952087402 0.26930442452430725]', 'tensor([[ 0.0854,  0.0986,  0.4330,  0.3588,  0.0050,  0.0193, -0.6078]])')",1.1649812459945679
88,"('[0.31283488869667053 0.5793120265007019 0.5955989360809326 0.5569120049476624]', 'tensor([[ 0.1345,  0.1246,  0.3609,  0.3644,  0.0052,  0.0104, -0.5223]])')",1.2507296800613403
89,"('[0.3921244144439697 0.35928282141685486 0.5555084943771362 0.6004534363746643]', 'tensor([[ 0.1519,  0.1339,  0.3813,  0.3149,  0.0051,  0.0128, -0.4537]])')",1.3322919607162476
90,"('[0.348209410905838 0.5996572971343994 0.6011505126953125 0.36310288310050964]', 'tensor([[ 0.1073,  0.1141,  0.3790,  0.3826,  0.0054,  0.0117, -0.4561]])')",1.3115804195404053
91,"('[0.4008176028728485 0.5212928056716919 0.5221311450004578 0.34623005986213684]', 'tensor([[ 0.1094,  0.1139,  0.3901,  0.3678,  0.0052,  0.0135, -0.3952]])')",1.374919056892395
92,"('[0.7131280303001404 0.3316461741924286 0.6251890659332275 0.318036288022995]', 'tensor([[ 0.1032,  0.1136,  0.4528,  0.3050,  0.0051,  0.0203, -0.4940]])')",1.2899481058120728
93,"('[0.33348414301872253 0.6069011092185974 0.34904128313064575 0.3796450197696686]', 'tensor([[ 0.1171,  0.1108,  0.3634,  0.3916,  0.0049,  0.0122, -0.3345]])')",1.4333603382110596
94,"('[0.3799239695072174 0.7118326425552368 0.4170231223106384 0.3976271152496338]', 'tensor([[ 0.1110,  0.1075,  0.3639,  0.4004,  0.0049,  0.0122, -0.4532]])')",1.3131753206253052
95,"('[0.6527979373931885 0.544528067111969 0.6169313192367554 0.3558405339717865]', 'tensor([[ 0.1010,  0.1085,  0.4204,  0.3477,  0.0051,  0.0173, -0.5850]])')",1.1895713806152344
96,"('[0.3302065134048462 0.41335251927375793 0.4837195873260498 0.32939043641090393]', 'tensor([[ 0.1159,  0.1195,  0.3902,  0.3561,  0.0053,  0.0131, -0.2783]])')",1.4940273761749268
97,"('[0.6782006025314331 0.6215290427207947 0.6443822979927063 0.4237355589866638]', 'tensor([[ 0.1054,  0.1087,  0.4114,  0.3528,  0.0050,  0.0167, -0.6839]])')",1.0899873971939087
98,"('[0.4426993131637573 0.6030641794204712 0.3236995041370392 0.6692289113998413]', 'tensor([[ 0.1519,  0.1214,  0.3549,  0.3543,  0.0045,  0.0129, -0.5193]])')",1.2567222118377686
99,"('[0.3612513542175293 0.2560718357563019 0.3237524628639221 0.4356813430786133]', 'tensor([[ 0.1485,  0.1302,  0.3915,  0.3099,  0.0049,  0.0150, -0.1884]])')",1.609180212020874
100,"('[0.4452037215232849 0.6289616227149963 0.6332705020904541 0.3998359441757202]', 'tensor([[ 0.1077,  0.1127,  0.3867,  0.3746,  0.0053,  0.0130, -0.5536]])')",1.2152953147888184
101,"('[0.3549776077270508 0.35274532437324524 0.369899183511734 0.19989359378814697]', 'tensor([[ 0.1004,  0.1120,  0.4095,  0.3573,  0.0053,  0.0155, -0.1388]])')",1.6335673332214355
102,"('[0.46692195534706116 0.5023224353790283 0.6144561767578125 0.37736034393310547]', 'tensor([[ 0.1103,  0.1159,  0.4007,  0.3535,  0.0053,  0.0143, -0.4805]])')",1.2923426628112793
103,"('[0.614962100982666 0.3780524730682373 0.3279595673084259 0.3944298028945923]', 'tensor([[ 0.1241,  0.1132,  0.4192,  0.3196,  0.0046,  0.0194, -0.3577]])')",1.422708511352539
104,"('[0.6760898232460022 0.2996862530708313 0.28061023354530334 0.34840548038482666]', 'tensor([[ 0.1215,  0.1115,  0.4399,  0.3006,  0.0044,  0.0221, -0.3024]])')",1.5033258199691772
105,"('[0.6446254253387451 0.36363348364830017 0.33798348903656006 0.5754795670509338]', 'tensor([[ 0.1482,  0.1223,  0.4062,  0.3004,  0.0044,  0.0186, -0.4609]])')",1.333816647529602
106,"('[0.3745128810405731 0.6719677448272705 0.5839335918426514 0.37922605872154236]', 'tensor([[ 0.1060,  0.1111,  0.3748,  0.3910,  0.0053,  0.0118, -0.5048]])')",1.261531949043274
107,"('[0.714401364326477 0.33770644664764404 0.346593976020813 0.4080550968647003]', 'tensor([[ 0.1245,  0.1132,  0.4351,  0.3014,  0.0045,  0.0214, -0.4034]])')",1.4209516048431396
108,"('[0.4697968661785126 0.5995011329650879 0.2818710207939148 0.5960996150970459]', 'tensor([[ 0.1442,  0.1170,  0.3618,  0.3586,  0.0044,  0.0140, -0.4736]])')",1.3004988431930542
109,"('[0.33250582218170166 0.7090392112731934 0.4750012457370758 0.41528868675231934]', 'tensor([[ 0.1131,  0.1107,  0.3595,  0.4005,  0.0051,  0.0111, -0.4659]])')",1.3012748956680298
110,"('[0.4436788558959961 0.6516870260238647 0.35226669907569885 0.4134078919887543]', 'tensor([[ 0.1162,  0.1079,  0.3721,  0.3852,  0.0047,  0.0139, -0.4305]])')",1.3372888565063477
111,"('[0.41818225383758545 0.37280988693237305 0.5482303500175476 0.33811646699905396]', 'tensor([[ 0.1146,  0.1202,  0.4079,  0.3371,  0.0053,  0.0148, -0.3387]])')",1.4372336864471436
112,"('[0.6465821266174316 0.32412227988243103 0.5508412718772888 0.29411476850509644]', 'tensor([[ 0.1038,  0.1133,  0.4470,  0.3109,  0.0051,  0.0199, -0.4078]])')",1.4157382249832153
113,"('[0.45657089352607727 0.42012569308280945 0.6123936176300049 0.36905959248542786]', 'tensor([[ 0.1135,  0.1193,  0.4075,  0.3396,  0.0054,  0.0147, -0.4291]])')",1.3463417291641235
114,"('[0.6658155918121338 0.5930966138839722 0.5380434989929199 0.5775101780891418]', 'tensor([[ 0.1280,  0.1152,  0.3965,  0.3394,  0.0047,  0.0163, -0.6872]])')",1.089483618736267
115,"('[0.44283878803253174 0.6178731322288513 0.6096393465995789 0.5916861295700073]', 'tensor([[ 0.1324,  0.1212,  0.3718,  0.3574,  0.0050,  0.0122, -0.6310]])')",1.1419273614883423
116,"('[0.6082167625427246 0.6580539345741272 0.296771377325058 0.39347806572914124]', 'tensor([[ 0.1104,  0.1015,  0.3915,  0.3750,  0.0045,  0.0171, -0.4783]])')",1.291215181350708
117,"('[0.34461888670921326 0.337867796421051 0.3285422921180725 0.542682409286499]', 'tensor([[ 0.1580,  0.1316,  0.3711,  0.3214,  0.0047,  0.0133, -0.2769]])')",1.503221869468689
118,"('[0.42653653025627136 0.6120775938034058 0.6356150507926941 0.48848751187324524]', 'tensor([[ 0.1201,  0.1178,  0.3789,  0.3656,  0.0052,  0.0123, -0.5814]])')",1.1895382404327393
119,"('[0.43014606833457947 0.3653750717639923 0.3526100516319275 0.4577488601207733]', 'tensor([[ 0.1396,  0.1233,  0.3900,  0.3270,  0.0048,  0.0153, -0.3029]])')",1.4758169651031494
120,"('[0.5069032311439514 0.6414758563041687 0.4984290599822998 0.34886717796325684]', 'tensor([[ 0.1022,  0.1060,  0.3922,  0.3798,  0.0050,  0.0148, -0.4978]])')",1.2702438831329346
121,"('[0.5952426195144653 0.3538719713687897 0.6622535586357117 0.699131190776825]', 'tensor([[ 0.1526,  0.1330,  0.4013,  0.2927,  0.0049,  0.0154, -0.6552]])')",1.1837836503982544
122,"('[0.40688759088516235 0.3545893132686615 0.25415274500846863 0.3399012088775635]', 'tensor([[ 0.1272,  0.1165,  0.3956,  0.3397,  0.0047,  0.0163, -0.1778]])')",1.598603367805481
123,"('[0.7307565212249756 0.3448907434940338 0.6206993460655212 0.34719914197921753]', 'tensor([[ 0.1065,  0.1139,  0.4498,  0.3044,  0.0051,  0.0203, -0.5218]])')",1.2679309844970703
124,"('[0.6478261351585388 0.39652585983276367 0.6293113231658936 0.4058430790901184]', 'tensor([[ 0.1141,  0.1170,  0.4292,  0.3167,  0.0051,  0.0180, -0.5398]])')",1.2426321506500244
125,"('[0.38085538148880005 0.7336384654045105 0.5750553011894226 0.639586329460144]', 'tensor([[ 0.1347,  0.1198,  0.3532,  0.3767,  0.0050,  0.0106, -0.6646]])')",1.1079704761505127
126,"('[0.6396149396896362 0.5961551070213318 0.3803618252277374 0.5651910305023193]', 'tensor([[ 0.1320,  0.1129,  0.3889,  0.3452,  0.0045,  0.0166, -0.5907]])')",1.1853188276290894
127,"('[0.30469486117362976 0.63475102186203 0.5505725741386414 0.3639849126338959]', 'tensor([[ 0.1083,  0.1131,  0.3685,  0.3939,  0.0053,  0.0109, -0.4270]])')",1.3397070169448853
128,"('[0.6282441020011902 0.6662045121192932 0.33480727672576904 0.37632572650909424]', 'tensor([[ 0.1062,  0.1006,  0.3961,  0.3752,  0.0045,  0.0173, -0.5028]])')",1.2664347887039185
129,"('[0.6654577851295471 0.6646956205368042 0.6548400521278381 0.390279620885849]', 'tensor([[ 0.0996,  0.1062,  0.4097,  0.3631,  0.0051,  0.0163, -0.6876]])')",1.0839407444000244
130,"('[0.4427075684070587 0.33897584676742554 0.6405212879180908 0.6489720940589905]', 'tensor([[ 0.1538,  0.1361,  0.3885,  0.3032,  0.0051,  0.0133, -0.5356]])')",1.2835345268249512
131,"('[0.667243242263794 0.7010760307312012 0.34288427233695984 0.6975257992744446]', 'tensor([[ 0.1418,  0.1136,  0.3735,  0.3510,  0.0043,  0.0158, -0.7044]])')",1.0708056688308716
132,"('[0.36386197805404663 0.747340202331543 0.5657122731208801 0.39306944608688354]', 'tensor([[ 0.1054,  0.1089,  0.3665,  0.4027,  0.0052,  0.0112, -0.5350]])')",1.230496883392334
133,"('[0.36659836769104004 0.6551558375358582 0.3475230932235718 0.5927718281745911]', 'tensor([[ 0.1414,  0.1183,  0.3486,  0.3755,  0.0046,  0.0116, -0.4810]])')",1.292672872543335
134,"('[0.36693665385246277 0.5841942429542542 0.32038968801498413 0.420899361371994]', 'tensor([[ 0.1241,  0.1125,  0.3649,  0.3808,  0.0048,  0.0129, -0.3462]])')",1.4234979152679443
